TKNR;Zst;Land;Strklas;Strnum;Datum;Wotag;Fahrtzw;Stunde;KFZ_R1;K_KFZ_R1;KFZ_R2;K_KFZ_R2;Lkw_R1;K_Lkw_R1;Lkw_R2;K_Lkw_R2;PLZ_R1;K_PLZ_R1;Pkw_R1;K_Pkw_R1;Lfw_R1;K_Lfw_R1;Mot_R1;K_Mot_R1;PmA_R1;K_PmA_R1;Bus_R1;K_Bus_R1;LoA_R1;K_LoA_R1;Lzg_R1;K_Lzg_R1;Sat_R1;K_Sat_R1;Son_R1;K_Son_R1;PLZ_R2;K_PLZ_R2;Pkw_R2;K_Pkw_R2;Lfw_R2;K_Lfw_R2;Mot_R2;K_Mot_R2;PmA_R2;K_PmA_R2;Bus_R2;K_Bus_R2;LoA_R2;K_LoA_R2;Lzg_R2;K_Lzg_R2;Sat_R2;K_Sat_R2;Son_R2;K_Son_R2
6432;9519;09;A;   3;180101; 1;s;11; 1052;-;  892;-;   26;-;   31;-; 1018;-;   -1;x;   -1;x;   -1;x;    4;-;    0;-;   11;-;   15;-;   -1;x;    4;-;  845;-;   -1;x;   -1;x;   -1;x;    9;-;    1;-;   15;-;   15;-;   -1;x;    7;-
6432;9519;09;A;   3;180101; 1;s;12; 2203;-; 1453;-;   53;-;   24;-; 2138;-;   -1;x;   -1;x;   -1;x;    6;-;    1;-;   27;-;   25;-;   -1;x;    6;-; 1412;-;   -1;x;   -1;x;   -1;x;    8;-;    1;-;    9;-;   14;-;   -1;x;    9;-
6432;9519;09;A;   3;180101; 1;s;13; 3295;-; 1909;-;   41;-;   41;-; 3226;-;   -1;x;   -1;x;   -1;x;   19;-;    1;-;   26;-;   14;-;   -1;x;    9;-; 1849;-;   -1;x;   -1;x;   -1;x;    8;-;    2;-;   20;-;   19;-;   -1;x;   11;-
6432;9519;09;A;   3;180101; 1;s;14; 3931;-; 2444;-;   77;-;   51;-; 3824;-;   -1;x;   -1;x;   -1;x;   15;-;    1;-;   53;-;   23;-;   -1;x;   15;-; 2365;-;   -1;x;   -1;x;   -1;x;   17;-;    2;-;   23;-;   26;-;   -1;x;   11;-
6432;9519;09;A;   3;180101; 1;s;15; 3088;-; 2835;-;   53;-;   54;-; 3010;-;   -1;x;   -1;x;   -1;x;   16;-;    4;-;   32;-;   17;-;   -1;x;    9;-; 2747;-;   -1;x;   -1;x;   -1;x;   15;-;    2;-;   33;-;   19;-;   -1;x;   19;-
6432;9519;09;A;   3;180101; 1;s;16; 3376;-; 2942;-;   55;-;   49;-; 3300;-;   -1;x;   -1;x;   -1;x;   11;-;    3;-;   38;-;   14;-;   -1;x;   10;-; 2876;-;   -1;x;   -1;x;   -1;x;   10;-;    3;-;   25;-;   21;-;   -1;x;    7;-
6432;9519;09;A;   3;180101; 1;s;17; 3773;-; 2849;-;   82;-;   46;-; 3674;-;   -1;x;   -1;x;   -1;x;   15;-;    2;-;   54;-;   26;-;   -1;x;    2;-; 2780;-;   -1;x;   -1;x;   -1;x;   11;-;    0;-;   27;-;   19;-;   -1;x;   12;-
6432;9519;09;A;   3;180101; 1;s;18; 3003;-; 2246;-;   80;-;   47;-; 2892;-;   -1;x;   -1;x;   -1;x;   20;-;    3;-;   45;-;   32;-;   -1;x;   11;-; 2181;-;   -1;x;   -1;x;   -1;x;   10;-;    0;-;   25;-;   22;-;   -1;x;    8;-
6432;9519;09;A;   3;180101; 1;s;19; 2055;-; 2204;-;   44;-;   44;-; 1992;-;   -1;x;   -1;x;   -1;x;   15;-;    2;-;   18;-;   24;-;   -1;x;    4;-; 2133;-;   -1;x;   -1;x;   -1;x;    8;-;    1;-;   24;-;   19;-;   -1;x;   19;-
6432;9519;09;A;   3;180101; 1;s;20; 1712;-; 1573;-;   56;-;   36;-; 1640;-;   -1;x;   -1;x;   -1;x;    8;-;    1;-;   29;-;   26;-;   -1;x;    8;-; 1520;-;   -1;x;   -1;x;   -1;x;    4;-;    2;-;   14;-;   20;-;   -1;x;   13;-
6432;9519;09;A;   3;180101; 1;s;21; 1318;-; 1166;-;   26;-;   40;-; 1282;-;   -1;x;   -1;x;   -1;x;    8;-;    0;-;   13;-;   13;-;   -1;x;    2;-; 1115;-;   -1;x;   -1;x;   -1;x;    4;-;    2;-;   20;-;   18;-;   -1;x;    7;-
6432;9519;09;A;   3;180101; 1;s;22;  844;-;  742;-;   43;-;   38;-;  791;-;   -1;x;   -1;x;   -1;x;    3;-;    0;-;   15;-;   28;-;   -1;x;    7;-;  694;-;   -1;x;   -1;x;   -1;x;    8;-;    1;-;   15;-;   22;-;   -1;x;    2;-
6432;9519;09;A;   3;180101; 1;s;23;  677;-;  525;-;   62;-;   64;-;  604;-;   -1;x;   -1;x;   -1;x;    7;-;    1;-;   19;-;   42;-;   -1;x;    4;-;  457;-;   -1;x;   -1;x;   -1;x;    4;-;    1;-;   20;-;   43;-;   -1;x;    0;-
6432;9519;09;A;   3;180101; 1;s;24;  523;-;  350;-;  103;-;   62;-;  411;-;   -1;x;   -1;x;   -1;x;    6;-;    4;-;   17;-;   82;-;   -1;x;    3;-;  273;-;   -1;x;   -1;x;   -1;x;    7;-;    1;-;   18;-;   43;-;   -1;x;    8;-
6432;9519;09;A;   3;180102; 2;u;01;  458;-;  288;-;  154;-;   81;-;  301;-;   -1;x;   -1;x;   -1;x;    1;-;    1;-;   17;-;  136;-;   -1;x;    2;-;  201;-;   -1;x;   -1;x;   -1;x;    3;-;    2;-;   10;-;   69;-;   -1;x;    3;-
6432;9519;09;A;   3;180102; 2;u;02;  356;-;  244;-;  136;-;   91;-;  214;-;   -1;x;   -1;x;   -1;x;    6;-;    3;-;   20;-;  113;-;   -1;x;    0;-;  151;-;   -1;x;   -1;x;   -1;x;    2;-;    9;-;   18;-;   64;-;   -1;x;    0;-
6432;9519;09;A;   3;180102; 2;u;03;  302;-;  289;-;  111;-;  116;-;  186;-;   -1;x;   -1;x;   -1;x;    4;-;    2;-;   17;-;   92;-;   -1;x;    1;-;  165;-;   -1;x;   -1;x;   -1;x;    4;-;    7;-;   28;-;   81;-;   -1;x;    4;-
6432;9519;09;A;   3;180102; 2;u;04;  317;-;  448;-;  118;-;  137;-;  192;-;   -1;x;   -1;x;   -1;x;    5;-;    4;-;   19;-;   95;-;   -1;x;    2;-;  305;-;   -1;x;   -1;x;   -1;x;    2;-;    4;-;   24;-;  109;-;   -1;x;    4;-
6432;9519;09;A;   3;180102; 2;u;05;  440;-;  731;-;  159;-;  190;-;  273;-;   -1;x;   -1;x;   -1;x;    7;-;    4;-;   31;-;  124;-;   -1;x;    1;-;  529;-;   -1;x;   -1;x;   -1;x;    1;-;    1;-;   37;-;  152;-;   -1;x;   11;-
6432;9519;09;A;   3;180102; 2;u;06;  707;-; 1084;-;  208;-;  199;-;  493;-;   -1;x;   -1;x;   -1;x;    5;-;    0;-;   49;-;  159;-;   -1;x;    1;-;  863;-;   -1;x;   -1;x;   -1;x;    9;-;    3;-;   50;-;  146;-;   -1;x;   13;-
6432;9519;09;A;   3;180102; 2;u;07; 1365;-; 1608;-;  225;-;  220;-; 1120;-;   -1;x;   -1;x;   -1;x;   10;-;    0;-;   70;-;  155;-;   -1;x;   10;-; 1363;-;   -1;x;   -1;x;   -1;x;   10;-;    3;-;   75;-;  142;-;   -1;x;   15;-
6432;9519;09;A;   3;180102; 2;u;08; 2375;-; 2160;-;  284;-;  229;-; 2074;-;   -1;x;   -1;x;   -1;x;   12;-;    0;-;  115;-;  169;-;   -1;x;    5;-; 1903;-;   -1;x;   -1;x;   -1;x;   10;-;    2;-;   98;-;  129;-;   -1;x;   18;-
6432;9519;09;A;   3;180102; 2;u;09; 2318;-; 2253;-;  250;-;  238;-; 2038;-;   -1;x;   -1;x;   -1;x;   20;-;    5;-;   75;-;  170;-;   -1;x;   10;-; 2002;-;   -1;x;   -1;x;   -1;x;    3;-;    5;-;   95;-;  138;-;   -1;x;   10;-
6432;9519;09;A;   3;180102; 2;u;10; 2527;-; 2377;-;  289;-;  242;-; 2218;-;   -1;x;   -1;x;   -1;x;    9;-;    7;-;   83;-;  199;-;   -1;x;   11;-; 2101;-;   -1;x;   -1;x;   -1;x;   20;-;    6;-;  107;-;  129;-;   -1;x;   14;-
6432;9519;09;A;   3;180102; 2;u;11; 3105;-; 2551;-;  332;-;  237;-; 2744;-;   -1;x;   -1;x;   -1;x;   18;-;    9;-;   83;-;  240;-;   -1;x;   11;-; 2279;-;   -1;x;   -1;x;   -1;x;   16;-;    9;-;  104;-;  124;-;   -1;x;   19;-
6432;9519;09;A;   3;180102; 2;u;12; 3879;-; 2425;-;  390;-;  206;-; 3435;-;   -1;x;   -1;x;   -1;x;   38;-;   26;-;  102;-;  262;-;   -1;x;   16;-; 2193;-;   -1;x;   -1;x;   -1;x;   14;-;    1;-;   92;-;  113;-;   -1;x;   12;-
6432;9519;09;A;   3;180102; 2;u;13; 4088;-; 3818;-;  425;-;  359;-; 3592;-;   -1;x;   -1;x;   -1;x;   43;-;   19;-;  112;-;  294;-;   -1;x;   28;-; 3418;-;   -1;x;   -1;x;   -1;x;   21;-;    3;-;  165;-;  191;-;   -1;x;   20;-
6432;9519;09;A;   3;180102; 2;u;14; 3954;-; 3189;-;  403;-;  275;-; 3503;-;   -1;x;   -1;x;   -1;x;   25;-;   17;-;   95;-;  291;-;   -1;x;   23;-; 2861;-;   -1;x;   -1;x;   -1;x;   27;-;    1;-;  135;-;  139;-;   -1;x;   26;-
6432;9519;09;A;   3;180102; 2;u;15; 4157;-; 3522;-;  471;-;  311;-; 3636;-;   -1;x;   -1;x;   -1;x;   33;-;   17;-;  129;-;  325;-;   -1;x;   17;-; 3155;-;   -1;x;   -1;x;   -1;x;   34;-;    5;-;  118;-;  188;-;   -1;x;   22;-
6432;9519;09;A;   3;180102; 2;u;16; 3880;-; 3233;-;  422;-;  289;-; 3408;-;   -1;x;   -1;x;   -1;x;   37;-;   13;-;  110;-;  299;-;   -1;x;   13;-; 2899;-;   -1;x;   -1;x;   -1;x;   18;-;    6;-;  118;-;  165;-;   -1;x;   27;-
6432;9519;09;A;   3;180102; 2;u;17; 3613;-; 3319;-;  445;-;  294;-; 3114;-;   -1;x;   -1;x;   -1;x;   39;-;   14;-;  108;-;  323;-;   -1;x;   15;-; 2978;-;   -1;x;   -1;x;   -1;x;   20;-;    7;-;  104;-;  183;-;   -1;x;   27;-
6432;9519;09;A;   3;180102; 2;u;18; 3391;-; 3012;-;  431;-;  257;-; 2909;-;   -1;x;   -1;x;   -1;x;   36;-;   12;-;   81;-;  338;-;   -1;x;   15;-; 2718;-;   -1;x;   -1;x;   -1;x;   18;-;    4;-;   80;-;  173;-;   -1;x;   19;-
6432;9519;09;A;   3;180102; 2;u;19; 3019;-; 2247;-;  399;-;  246;-; 2585;-;   -1;x;   -1;x;   -1;x;   23;-;    8;-;   85;-;  306;-;   -1;x;   12;-; 1969;-;   -1;x;   -1;x;   -1;x;   19;-;    8;-;   79;-;  159;-;   -1;x;   13;-
6432;9519;09;A;   3;180102; 2;u;20; 2814;-; 1553;-;  492;-;  191;-; 2288;-;   -1;x;   -1;x;   -1;x;   20;-;   11;-;   97;-;  384;-;   -1;x;   14;-; 1344;-;   -1;x;   -1;x;   -1;x;   10;-;    3;-;   54;-;  134;-;   -1;x;    8;-
6432;9519;09;A;   3;180102; 2;u;21; 1943;-; 1202;-;  444;-;  205;-; 1486;-;   -1;x;   -1;x;   -1;x;    8;-;    7;-;   88;-;  349;-;   -1;x;    5;-;  978;-;   -1;x;   -1;x;   -1;x;    8;-;    7;-;   50;-;  148;-;   -1;x;   11;-
6432;9519;09;A;   3;180102; 2;u;22; 1433;-;  822;-;  360;-;  133;-; 1055;-;   -1;x;   -1;x;   -1;x;    6;-;    4;-;   75;-;  281;-;   -1;x;   12;-;  668;-;   -1;x;   -1;x;   -1;x;   10;-;    6;-;   37;-;   90;-;   -1;x;   11;-
6432;9519;09;A;   3;180102; 2;u;23;  880;-;  673;-;  217;-;  153;-;  657;-;   -1;x;   -1;x;   -1;x;    5;-;    4;-;   56;-;  157;-;   -1;x;    1;-;  504;-;   -1;x;   -1;x;   -1;x;    4;-;    2;-;   42;-;  109;-;   -1;x;   12;-
6432;9519;09;A;   3;180102; 2;u;24; 1092;-;  492;-;  286;-;  167;-;  786;-;   -1;x;   -1;x;   -1;x;   14;-;    5;-;   64;-;  217;-;   -1;x;    6;-;  317;-;   -1;x;   -1;x;   -1;x;    7;-;    2;-;   42;-;  123;-;   -1;x;    1;-
6432;9519;09;A;   3;180103; 3;u;01;  617;-;  425;-;  243;-;  204;-;  364;-;   -1;x;   -1;x;   -1;x;    5;-;   11;-;   40;-;  192;-;   -1;x;    5;-;  212;-;   -1;x;   -1;x;   -1;x;    4;-;    2;-;   47;-;  155;-;   -1;x;    5;-
6432;9519;09;A;   3;180103; 3;u;02;  458;-;  424;-;  170;-;  272;-;  277;-;   -1;x;   -1;x;   -1;x;    8;-;    7;-;   39;-;  124;-;   -1;x;    3;-;  146;-;   -1;x;   -1;x;   -1;x;    5;-;    3;-;   64;-;  205;-;   -1;x;    1;-
6432;9519;09;A;   3;180103; 3;u;03;  425;-;  437;-;  182;-;  297;-;  226;-;   -1;x;   -1;x;   -1;x;   14;-;    5;-;   46;-;  131;-;   -1;x;    3;-;  133;-;   -1;x;   -1;x;   -1;x;    3;-;    5;-;   71;-;  221;-;   -1;x;    4;-
6432;9519;09;A;   3;180103; 3;u;04;  411;-;  484;-;  193;-;  330;-;  204;-;   -1;x;   -1;x;   -1;x;    9;-;    5;-;   38;-;  150;-;   -1;x;    5;-;  143;-;   -1;x;   -1;x;   -1;x;    7;-;    6;-;   63;-;  261;-;   -1;x;    4;-
6432;9519;09;A;   3;180103; 3;u;05;  516;-;  632;-;  268;-;  312;-;  234;-;   -1;x;   -1;x;   -1;x;   12;-;    4;-;   49;-;  215;-;   -1;x;    2;-;  307;-;   -1;x;   -1;x;   -1;x;    4;-;    1;-;   72;-;  239;-;   -1;x;    9;-
6432;9519;09;A;   3;180103; 3;u;06;  834;-;  849;-;  309;-;  319;-;  504;-;   -1;x;   -1;x;   -1;x;   12;-;    9;-;   59;-;  241;-;   -1;x;    9;-;  515;-;   -1;x;   -1;x;   -1;x;   11;-;    6;-;   58;-;  255;-;   -1;x;    4;-
6432;9519;09;A;   3;180103; 3;u;07; 1543;-; 1407;-;  396;-;  375;-; 1125;-;   -1;x;   -1;x;   -1;x;   18;-;    2;-;   97;-;  297;-;   -1;x;    4;-; 1016;-;   -1;x;   -1;x;   -1;x;    8;-;    6;-;   96;-;  273;-;   -1;x;    8;-
6432;9519;09;A;   3;180103; 3;u;08; 2405;-; 1992;-;  439;-;  401;-; 1943;-;   -1;x;   -1;x;   -1;x;   17;-;    5;-;  135;-;  299;-;   -1;x;    6;-; 1563;-;   -1;x;   -1;x;   -1;x;   11;-;    1;-;   95;-;  305;-;   -1;x;   17;-
6432;9519;09;A;   3;180103; 3;u;09; 2342;-; 1926;-;  418;-;  391;-; 1890;-;   -1;x;   -1;x;   -1;x;   19;-;    1;-;  117;-;  300;-;   -1;x;   15;-; 1511;-;   -1;x;   -1;x;   -1;x;    9;-;    7;-;   95;-;  289;-;   -1;x;   15;-
6432;9519;09;A;   3;180103; 3;u;10; 2224;-; 1610;-;  445;-;  383;-; 1727;-;   -1;x;   -1;x;   -1;x;   30;-;    8;-;  111;-;  326;-;   -1;x;   22;-; 1194;-;   -1;x;   -1;x;   -1;x;   14;-;    3;-;  114;-;  266;-;   -1;x;   19;-
6432;9519;09;A;   3;180103; 3;u;11; 2827;-; 1743;-;  500;-;  246;-; 2283;-;   -1;x;   -1;x;   -1;x;   28;-;    6;-;  129;-;  365;-;   -1;x;   16;-; 1460;-;   -1;x;   -1;x;   -1;x;   19;-;    1;-;   83;-;  162;-;   -1;x;   18;-
6432;9519;09;A;   3;180103; 3;u;12; 3323;-; 2543;-;  478;-;  373;-; 2799;-;   -1;x;   -1;x;   -1;x;   27;-;   10;-;  118;-;  350;-;   -1;x;   19;-; 2125;-;   -1;x;   -1;x;   -1;x;   24;-;    4;-;  139;-;  230;-;   -1;x;   21;-
6432;9519;09;A;   3;180103; 3;u;13; 3839;-; 2484;-;  533;-;  402;-; 3254;-;   -1;x;   -1;x;   -1;x;   34;-;   16;-;  125;-;  392;-;   -1;x;   18;-; 2044;-;   -1;x;   -1;x;   -1;x;   18;-;    9;-;  120;-;  273;-;   -1;x;   20;-
6432;9519;09;A;   3;180103; 3;u;14; 3801;-; 2239;-;  499;-;  341;-; 3236;-;   -1;x;   -1;x;   -1;x;   41;-;    8;-;  109;-;  382;-;   -1;x;   25;-; 1861;-;   -1;x;   -1;x;   -1;x;   19;-;    2;-;  114;-;  225;-;   -1;x;   18;-
6432;9519;09;A;   3;180103; 3;u;15; 3831;-; 2569;-;  535;-;  342;-; 3237;-;   -1;x;   -1;x;   -1;x;   37;-;   11;-;  122;-;  402;-;   -1;x;   22;-; 2200;-;   -1;x;   -1;x;   -1;x;   22;-;    7;-;  114;-;  221;-;   -1;x;    5;-
6432;9519;09;A;   3;180103; 3;u;16; 3640;-; 2914;-;  489;-;  404;-; 3087;-;   -1;x;   -1;x;   -1;x;   35;-;    1;-;   99;-;  389;-;   -1;x;   29;-; 2452;-;   -1;x;   -1;x;   -1;x;   37;-;    6;-;  102;-;  296;-;   -1;x;   21;-
6432;9519;09;A;   3;180103; 3;u;17; 3600;-; 3159;-;  528;-;  445;-; 3018;-;   -1;x;   -1;x;   -1;x;   33;-;    7;-;  100;-;  421;-;   -1;x;   21;-; 2671;-;   -1;x;   -1;x;   -1;x;   26;-;   12;-;  119;-;  314;-;   -1;x;   17;-
6432;9519;09;A;   3;180103; 3;u;18; 3117;-; 2701;-;  456;-;  367;-; 2611;-;   -1;x;   -1;x;   -1;x;   25;-;    3;-;   86;-;  367;-;   -1;x;   25;-; 2297;-;   -1;x;   -1;x;   -1;x;   22;-;    6;-;  104;-;  257;-;   -1;x;   15;-
6432;9519;09;A;   3;180103; 3;u;19; 2215;-; 2219;-;  409;-;  321;-; 1777;-;   -1;x;   -1;x;   -1;x;   15;-;    6;-;   91;-;  312;-;   -1;x;   14;-; 1859;-;   -1;x;   -1;x;   -1;x;   17;-;    4;-;   78;-;  239;-;   -1;x;   22;-
6432;9519;09;A;   3;180103; 3;u;20; 1711;-; 1466;-;  417;-;  252;-; 1276;-;   -1;x;   -1;x;   -1;x;   12;-;    5;-;   93;-;  319;-;   -1;x;    6;-; 1186;-;   -1;x;   -1;x;   -1;x;   14;-;    6;-;   61;-;  185;-;   -1;x;   14;-
6432;9519;09;A;   3;180103; 3;u;21; 1453;-; 1101;-;  431;-;  236;-; 1002;-;   -1;x;   -1;x;   -1;x;   12;-;    7;-;   80;-;  344;-;   -1;x;    8;-;  837;-;   -1;x;   -1;x;   -1;x;   12;-;    2;-;   51;-;  183;-;   -1;x;   16;-
6432;9519;09;A;   3;180103; 3;u;22; 1223;-;  836;-;  382;-;  225;-;  817;-;   -1;x;   -1;x;   -1;x;   12;-;    4;-;   75;-;  303;-;   -1;x;   12;-;  594;-;   -1;x;   -1;x;   -1;x;   10;-;    2;-;   44;-;  179;-;   -1;x;    7;-
6432;9519;09;A;   3;180103; 3;u;23; 1001;-;  684;-;  317;-;  183;-;  662;-;   -1;x;   -1;x;   -1;x;   10;-;    5;-;   77;-;  235;-;   -1;x;   12;-;  489;-;   -1;x;   -1;x;   -1;x;    7;-;    1;-;   49;-;  133;-;   -1;x;    5;-
6432;9519;09;A;   3;180103; 3;u;24;  616;-;  483;-;  216;-;  204;-;  384;-;   -1;x;   -1;x;   -1;x;   12;-;    3;-;   56;-;  157;-;   -1;x;    4;-;  256;-;   -1;x;   -1;x;   -1;x;    8;-;    0;-;   65;-;  139;-;   -1;x;   15;-
6432;9519;09;A;   3;180104; 4;u;01;  500;-;  436;-;  202;-;  237;-;  286;-;   -1;x;   -1;x;   -1;x;    8;-;    2;-;   47;-;  153;-;   -1;x;    4;-;  191;-;   -1;x;   -1;x;   -1;x;    5;-;    5;-;   52;-;  180;-;   -1;x;    3;-
6432;9519;09;A;   3;180104; 4;u;02;  383;-;  484;-;  170;-;  322;-;  203;-;   -1;x;   -1;x;   -1;x;    9;-;    4;-;   47;-;  119;-;   -1;x;    1;-;  154;-;   -1;x;   -1;x;   -1;x;    3;-;    1;-;   61;-;  260;-;   -1;x;    5;-
6432;9519;09;A;   3;180104; 4;u;03;  391;-;  454;-;  191;-;  331;-;  190;-;   -1;x;   -1;x;   -1;x;    9;-;    3;-;   36;-;  152;-;   -1;x;    1;-;  113;-;   -1;x;   -1;x;   -1;x;    6;-;    4;-;   78;-;  249;-;   -1;x;    4;-
6432;9519;09;A;   3;180104; 4;u;04;  400;-;  518;-;  202;-;  362;-;  190;-;   -1;x;   -1;x;   -1;x;    6;-;    3;-;   41;-;  158;-;   -1;x;    2;-;  148;-;   -1;x;   -1;x;   -1;x;    1;-;    4;-;   76;-;  282;-;   -1;x;    7;-
6432;9519;09;A;   3;180104; 4;u;05;  471;-;  565;-;  240;-;  352;-;  215;-;   -1;x;   -1;x;   -1;x;   10;-;    4;-;   46;-;  190;-;   -1;x;    6;-;  203;-;   -1;x;   -1;x;   -1;x;    5;-;    5;-;   69;-;  278;-;   -1;x;    5;-
6432;9519;09;A;   3;180104; 4;u;06;  761;-;  898;-;  278;-;  421;-;  463;-;   -1;x;   -1;x;   -1;x;   17;-;    2;-;   53;-;  223;-;   -1;x;    3;-;  460;-;   -1;x;   -1;x;   -1;x;    9;-;    2;-;   86;-;  333;-;   -1;x;    8;-
6432;9519;09;A;   3;180104; 4;u;07; 1481;-; 1438;-;  398;-;  440;-; 1054;-;   -1;x;   -1;x;   -1;x;   14;-;    4;-;  100;-;  294;-;   -1;x;   15;-;  980;-;   -1;x;   -1;x;   -1;x;    7;-;    3;-;   85;-;  352;-;   -1;x;   11;-
6432;9519;09;A;   3;180104; 4;u;08; 2380;-; 1994;-;  416;-;  493;-; 1936;-;   -1;x;   -1;x;   -1;x;   16;-;    4;-;  126;-;  286;-;   -1;x;   12;-; 1480;-;   -1;x;   -1;x;   -1;x;   11;-;    7;-;  121;-;  365;-;   -1;x;   10;-
6432;9519;09;A;   3;180104; 4;u;09; 2457;-; 2033;-;  457;-;  520;-; 1975;-;   -1;x;   -1;x;   -1;x;   16;-;    8;-;  124;-;  325;-;   -1;x;    9;-; 1482;-;   -1;x;   -1;x;   -1;x;   13;-;    1;-;  131;-;  388;-;   -1;x;   18;-
6432;9519;09;A;   3;180104; 4;u;10; 2269;-; 2001;-;  427;-;  457;-; 1799;-;   -1;x;   -1;x;   -1;x;   34;-;    2;-;   93;-;  332;-;   -1;x;    9;-; 1515;-;   -1;x;   -1;x;   -1;x;   17;-;    1;-;  107;-;  349;-;   -1;x;   12;-
6432;9519;09;A;   3;180104; 4;u;11; 2607;-; 2064;-;  483;-;  441;-; 2088;-;   -1;x;   -1;x;   -1;x;   25;-;    9;-;  118;-;  356;-;   -1;x;   11;-; 1583;-;   -1;x;   -1;x;   -1;x;   20;-;    3;-;  122;-;  316;-;   -1;x;   20;-
6432;9519;09;A;   3;180104; 4;u;12; 3287;-; 2178;-;  492;-;  443;-; 2731;-;   -1;x;   -1;x;   -1;x;   42;-;    4;-;  114;-;  374;-;   -1;x;   22;-; 1690;-;   -1;x;   -1;x;   -1;x;   30;-;    8;-;  129;-;  306;-;   -1;x;   15;-
6432;9519;09;A;   3;180104; 4;u;13; 3457;-; 2064;-;  532;-;  397;-; 2851;-;   -1;x;   -1;x;   -1;x;   48;-;    8;-;  124;-;  400;-;   -1;x;   26;-; 1634;-;   -1;x;   -1;x;   -1;x;   19;-;    2;-;  132;-;  263;-;   -1;x;   14;-
