global_id,ifc_type,tag,name,material,volume_m3,bbox_volume_m3,density_kg_m3,weight_kg,weight_t,x_m,y_m,z_m
11Je14my97hBHYwYXU$RgV,IfcWallStandardCase,3072158,Basiswand:RB_W_OB_200:3072158,IfcMaterialLayerSetUsage,1.8768,1.8768,2400.0,4504.3,4.504,94.312,-1.153,-6.1
11Je14my97hBHYwYXU$RgV,IfcWallStandardCase,3072158,Basiswand:RB_W_OB_200:3072158,IfcMaterialLayerSetUsage,1.8768,1.8768,2400.0,4504.3,4.504,94.312,-1.153,-6.1
11Je14my97hBHYwYXU$RgU,IfcWallStandardCase,3072159,Basiswand:RB_W_OB_200:3072159,IfcMaterialLayerSetUsage,1.8773,1.8773,2400.0,4505.4,4.505,96.763,-1.153,-6.1
11Je14my97hBHYwYXU$RgU,IfcWallStandardCase,3072159,Basiswand:RB_W_OB_200:3072159,IfcMaterialLayerSetUsage,1.8773,1.8773,2400.0,4505.4,4.505,96.763,-1.153,-6.1
11Je14my97hBHYwYXU$RgX,IfcWallStandardCase,3072160,Basiswand:RB_W_OB_200:3072160,IfcMaterialLayerSetUsage,1.7888,2.2453,2400.0,4293.2,4.293,98.389,-2.528,-6.1
11Je14my97hBHYwYXU$RgX,IfcWallStandardCase,3072160,Basiswand:RB_W_OB_200:3072160,IfcMaterialLayerSetUsage,1.7888,2.2453,2400.0,4293.2,4.293,98.389,-2.528,-6.1
11Je14my97hBHYwYXU$RgW,IfcWallStandardCase,3072161,Basiswand:RB_W_OB_200:3072161,IfcMaterialLayerSetUsage,3.2624,5.4477,2400.0,7829.8,7.83,93.162,-2.528,-6.1
11Je14my97hBHYwYXU$RgW,IfcWallStandardCase,3072161,Basiswand:RB_W_OB_200:3072161,IfcMaterialLayerSetUsage,3.2624,5.4477,2400.0,7829.8,7.83,93.162,-2.528,-6.1
11Je14my97hBHYwYXU$Rgr,IfcWallStandardCase,3072180,Basiswand:RB_W_OB_250:3072180,IfcMaterialLayerSetUsage,6.5409,7.7409,2400.0,15698.2,15.698,83.205,5.279,-4.475
11Je14my97hBHYwYXU$Rgr,IfcWallStandardCase,3072180,Basiswand:RB_W_OB_250:3072180,IfcMaterialLayerSetUsage,6.5409,7.7409,2400.0,15698.2,15.698,83.205,5.279,-4.475
11Je14my97hBHYwYXU$RhC,IfcWallStandardCase,3072205,Basiswand:RB_W_OB_250:3072205,IfcMaterialLayerSetUsage,17.6164,17.6164,2400.0,42279.4,42.279,36.855,9.551,-0.229
11Je14my97hBHYwYXU$RhC,IfcWallStandardCase,3072205,Basiswand:RB_W_OB_250:3072205,IfcMaterialLayerSetUsage,17.6164,17.6164,2400.0,42279.4,42.279,36.855,9.551,-0.229
11Je14my97hBHYwYXU$Rhg,IfcWallStandardCase,3072235,Basiswand:RB_W_OB_250:3072235,IfcMaterialLayerSetUsage,9.933,9.933,2400.0,23839.2,23.839,44.78,-4.474,6.09
11Je14my97hBHYwYXU$Rhg,IfcWallStandardCase,3072235,Basiswand:RB_W_OB_250:3072235,IfcMaterialLayerSetUsage,9.933,9.933,2400.0,23839.2,23.839,44.78,-4.474,6.09
11Je14my97hBHYwYXU$Rhj,IfcWallStandardCase,3072236,Basiswand:RB_W_OB_250:3072236,IfcMaterialLayerSetUsage,9.933,9.933,2400.0,23839.3,23.839,60.03,-4.474,6.09
11Je14my97hBHYwYXU$Rhj,IfcWallStandardCase,3072236,Basiswand:RB_W_OB_250:3072236,IfcMaterialLayerSetUsage,9.933,9.933,2400.0,23839.3,23.839,60.03,-4.474,6.09
11Je14my97hBHYwYXU$Rhi,IfcWallStandardCase,3072237,Basiswand:RB_W_OB_250:3072237,IfcMaterialLayerSetUsage,9.933,9.933,2400.0,23839.2,23.839,75.28,-4.474,6.09
11Je14my97hBHYwYXU$Rhi,IfcWallStandardCase,3072237,Basiswand:RB_W_OB_250:3072237,IfcMaterialLayerSetUsage,9.933,9.933,2400.0,23839.2,23.839,75.28,-4.474,6.09
11Je14my97hBHYwYXU$Rhl,IfcWallStandardCase,3072238,Basiswand:RB_W_OB_250:3072238,IfcMaterialLayerSetUsage,4.455,10.241,2400.0,10692.0,10.692,44.98,23.426,6.09
11Je14my97hBHYwYXU$Rhl,IfcWallStandardCase,3072238,Basiswand:RB_W_OB_250:3072238,IfcMaterialLayerSetUsage,4.455,10.241,2400.0,10692.0,10.692,44.98,23.426,6.09
11Je14my97hBHYwYXU$Rhk,IfcWallStandardCase,3072239,Basiswand:RB_W_OB_250:3072239,IfcMaterialLayerSetUsage,4.763,10.549,2400.0,11431.2,11.431,60.03,23.426,6.09
11Je14my97hBHYwYXU$Rhk,IfcWallStandardCase,3072239,Basiswand:RB_W_OB_250:3072239,IfcMaterialLayerSetUsage,4.763,10.549,2400.0,11431.2,11.431,60.03,23.426,6.09
11Je14my97hBHYwYXU$Rhn,IfcWallStandardCase,3072240,Basiswand:RB_W_OB_250:3072240,IfcMaterialLayerSetUsage,4.455,10.241,2400.0,10692.1,10.692,75.08,23.426,6.09
11Je14my97hBHYwYXU$Rhn,IfcWallStandardCase,3072240,Basiswand:RB_W_OB_250:3072240,IfcMaterialLayerSetUsage,4.455,10.241,2400.0,10692.1,10.692,75.08,23.426,6.09
11Je14my97hBHYwYXU$Rhm,IfcWallStandardCase,3072241,Basiswand:RB_W_OB_250:3072241,IfcMaterialLayerSetUsage,10.8238,10.8238,2400.0,25977.2,25.977,83.205,16.953,6.255
11Je14my97hBHYwYXU$Rhm,IfcWallStandardCase,3072241,Basiswand:RB_W_OB_250:3072241,IfcMaterialLayerSetUsage,10.8238,10.8238,2400.0,25977.2,25.977,83.205,16.953,6.255
11Je14my97hBHYwYXU$Rho,IfcWallStandardCase,3072243,Basiswand:RB_W_OB_250:3072243,IfcMaterialLayerSetUsage,2.9163,2.9163,2400.0,6999.1,6.999,83.215,-3.499,8.715
11Je14my97hBHYwYXU$Rho,IfcWallStandardCase,3072243,Basiswand:RB_W_OB_250:3072243,IfcMaterialLayerSetUsage,2.9163,2.9163,2400.0,6999.1,6.999,83.215,-3.499,8.715
11Je14my97hBHYwYXU$Rhr,IfcWallStandardCase,3072244,Basiswand:RB_W_OB_250:3072244,IfcMaterialLayerSetUsage,7.882,9.082,2400.0,18916.8,18.917,83.205,5.278,6.255
11Je14my97hBHYwYXU$Rhr,IfcWallStandardCase,3072244,Basiswand:RB_W_OB_250:3072244,IfcMaterialLayerSetUsage,7.882,9.082,2400.0,18916.8,18.917,83.205,5.278,6.255
11Je14my97hBHYwYXU$Rh$,IfcWallStandardCase,3072254,Basiswand:RB_W_OB_250:3072254,IfcMaterialLayerSetUsage,19.955,21.175,2400.0,47891.9,47.892,36.855,9.551,6.09
11Je14my97hBHYwYXU$Rh$,IfcWallStandardCase,3072254,Basiswand:RB_W_OB_250:3072254,IfcMaterialLayerSetUsage,19.955,21.175,2400.0,47891.9,47.892,36.855,9.551,6.09
11Je14my97hBHYwYXU$Rh_,IfcWallStandardCase,3072255,Basiswand:RB_W_OB_250:3072255,IfcMaterialLayerSetUsage,5.625,5.625,2400.0,13500.0,13.5,36.855,20.301,9.505
11Je14my97hBHYwYXU$Rh_,IfcWallStandardCase,3072255,Basiswand:RB_W_OB_250:3072255,IfcMaterialLayerSetUsage,5.625,5.625,2400.0,13500.0,13.5,36.855,20.301,9.505
11Je14my97hBHYwYXU$Ri1,IfcWallStandardCase,3072256,Basiswand:RB_W_OB_250:3072256,IfcMaterialLayerSetUsage,1.5938,1.5937,2400.0,3825.0,3.825,36.855,-3.349,9.505
11Je14my97hBHYwYXU$Ri1,IfcWallStandardCase,3072256,Basiswand:RB_W_OB_250:3072256,IfcMaterialLayerSetUsage,1.5938,1.5937,2400.0,3825.0,3.825,36.855,-3.349,9.505
11Je14my97hBHYwYXU$RiN,IfcWallStandardCase,3072278,Basiswand:RB_W_OB_250:3072278,IfcMaterialLayerSetUsage,12.5177,12.5177,2400.0,30042.6,30.043,83.205,5.278,10.53
11Je14my97hBHYwYXU$RiN,IfcWallStandardCase,3072278,Basiswand:RB_W_OB_250:3072278,IfcMaterialLayerSetUsage,12.5177,12.5177,2400.0,30042.6,30.043,83.205,5.278,10.53
11Je14my97hBHYwYXU$Ric,IfcWallStandardCase,3072295,Basiswand:RB_W_OB_250:3072295,IfcMaterialLayerSetUsage,2.1627,2.7828,2400.0,5190.6,5.191,85.165,0.077,-5.825
11Je14my97hBHYwYXU$Ric,IfcWallStandardCase,3072295,Basiswand:RB_W_OB_250:3072295,IfcMaterialLayerSetUsage,2.1627,2.7828,2400.0,5190.6,5.191,85.165,0.077,-5.825
11Je14my97hBHYwYXU$Rii,IfcWallStandardCase,3072301,Basiswand:RB_W_OB_250:3072301,IfcMaterialLayerSetUsage,7.9891,7.9891,2400.0,19173.8,19.174,87.066,5.279,-1.45
11Je14my97hBHYwYXU$Rii,IfcWallStandardCase,3072301,Basiswand:RB_W_OB_250:3072301,IfcMaterialLayerSetUsage,7.9891,7.9891,2400.0,19173.8,19.174,87.066,5.279,-1.45
11Je14my97hBHYwYXU$Ril,IfcWallStandardCase,3072302,Basiswand:RB_W_OB_250:3072302,IfcMaterialLayerSetUsage,1.1002,1.1002,2400.0,2640.6,2.641,86.141,10.48,-1.575
11Je14my97hBHYwYXU$Ril,IfcWallStandardCase,3072302,Basiswand:RB_W_OB_250:3072302,IfcMaterialLayerSetUsage,1.1002,1.1002,2400.0,2640.6,2.641,86.141,10.48,-1.575
11Je14my97hBHYwYXU$Rik,IfcWallStandardCase,3072303,Basiswand:RB_W_OB_250:3072303,IfcMaterialLayerSetUsage,11.9836,11.9836,2400.0,28760.6,28.761,87.066,5.279,2.3
11Je14my97hBHYwYXU$Rik,IfcWallStandardCase,3072303,Basiswand:RB_W_OB_250:3072303,IfcMaterialLayerSetUsage,11.9836,11.9836,2400.0,28760.6,28.761,87.066,5.279,2.3
11Je14my97hBHYwYXU$Rin,IfcWallStandardCase,3072304,Basiswand:RB_W_OB_250:3072304,IfcMaterialLayerSetUsage,1.7004,1.7004,2400.0,4080.9,4.081,86.141,10.48,2.175
11Je14my97hBHYwYXU$Rin,IfcWallStandardCase,3072304,Basiswand:RB_W_OB_250:3072304,IfcMaterialLayerSetUsage,1.7004,1.7004,2400.0,4080.9,4.081,86.141,10.48,2.175
11Je14my97hBHYwYXU$Rim,IfcWallStandardCase,3072305,Basiswand:RB_W_OB_250:3072305,IfcMaterialLayerSetUsage,9.0809,9.0809,2400.0,21794.2,21.794,87.066,5.279,6.255
11Je14my97hBHYwYXU$Rim,IfcWallStandardCase,3072305,Basiswand:RB_W_OB_250:3072305,IfcMaterialLayerSetUsage,9.0809,9.0809,2400.0,21794.2,21.794,87.066,5.279,6.255
11Je14my97hBHYwYXU$Rip,IfcWallStandardCase,3072306,Basiswand:RB_W_OB_250:3072306,IfcMaterialLayerSetUsage,1.3643,1.3643,2400.0,3274.3,3.274,86.141,10.48,6.255
11Je14my97hBHYwYXU$Rip,IfcWallStandardCase,3072306,Basiswand:RB_W_OB_250:3072306,IfcMaterialLayerSetUsage,1.3643,1.3643,2400.0,3274.3,3.274,86.141,10.48,6.255
11Je14my97hBHYwYXU$RkL,IfcWallStandardCase,3072404,Basiswand:RB_W_OB_250:3072404,IfcMaterialLayerSetUsage,1.02,1.02,2400.0,2448.0,2.448,40.98,23.433,-5.4
11Je14my97hBHYwYXU$RkL,IfcWallStandardCase,3072404,Basiswand:RB_W_OB_250:3072404,IfcMaterialLayerSetUsage,1.02,1.02,2400.0,2448.0,2.448,40.98,23.433,-5.4
11Je14my97hBHYwYXU$Rkd,IfcWallStandardCase,3072422,Basiswand:RB_W_OB_250:3072422,IfcMaterialLayerSetUsage,0.7672,0.7672,2400.0,1841.4,1.841,83.78,0.076,6.255
11Je14my97hBHYwYXU$Rkd,IfcWallStandardCase,3072422,Basiswand:RB_W_OB_250:3072422,IfcMaterialLayerSetUsage,0.7672,0.7672,2400.0,1841.4,1.841,83.78,0.076,6.255
11Je14my97hBHYwYXU$Rkc,IfcWallStandardCase,3072423,Basiswand:RB_W_OB_250:3072423,IfcMaterialLayerSetUsage,0.9449,0.9449,2400.0,2267.7,2.268,83.81,0.076,2.3
11Je14my97hBHYwYXU$Rkc,IfcWallStandardCase,3072423,Basiswand:RB_W_OB_250:3072423,IfcMaterialLayerSetUsage,0.9449,0.9449,2400.0,2267.7,2.268,83.81,0.076,2.3
11Je14my97hBHYwYXU$Rke,IfcWallStandardCase,3072425,Basiswand:RB_W_OB_250:3072425,IfcMaterialLayerSetUsage,1.02,1.02,2400.0,2448.0,2.448,44.981,23.433,-5.4
11Je14my97hBHYwYXU$Rke,IfcWallStandardCase,3072425,Basiswand:RB_W_OB_250:3072425,IfcMaterialLayerSetUsage,1.02,1.02,2400.0,2448.0,2.448,44.981,23.433,-5.4
11Je14my97hBHYwYXU$Rkg,IfcWallStandardCase,3072427,Basiswand:RB_W_OB_250:3072427,IfcMaterialLayerSetUsage,1.02,1.02,2400.0,2448.0,2.448,59.786,23.433,-5.4
11Je14my97hBHYwYXU$Rkg,IfcWallStandardCase,3072427,Basiswand:RB_W_OB_250:3072427,IfcMaterialLayerSetUsage,1.02,1.02,2400.0,2448.0,2.448,59.786,23.433,-5.4
11Je14my97hBHYwYXU$Rki,IfcWallStandardCase,3072429,Basiswand:RB_W_OB_250:3072429,IfcMaterialLayerSetUsage,1.02,1.02,2400.0,2448.0,2.448,63.788,23.433,-5.4
11Je14my97hBHYwYXU$Rki,IfcWallStandardCase,3072429,Basiswand:RB_W_OB_250:3072429,IfcMaterialLayerSetUsage,1.02,1.02,2400.0,2448.0,2.448,63.788,23.433,-5.4
11Je14my97hBHYwYXU$Rkk,IfcWallStandardCase,3072431,Basiswand:RB_W_OB_250:3072431,IfcMaterialLayerSetUsage,1.02,1.02,2400.0,2448.0,2.448,75.089,23.433,-5.4
11Je14my97hBHYwYXU$Rkk,IfcWallStandardCase,3072431,Basiswand:RB_W_OB_250:3072431,IfcMaterialLayerSetUsage,1.02,1.02,2400.0,2448.0,2.448,75.089,23.433,-5.4
11Je14my97hBHYwYXU$Rkm,IfcWallStandardCase,3072433,Basiswand:RB_W_OB_250:3072433,IfcMaterialLayerSetUsage,1.02,1.02,2400.0,2448.0,2.448,79.089,23.433,-5.4
11Je14my97hBHYwYXU$Rkm,IfcWallStandardCase,3072433,Basiswand:RB_W_OB_250:3072433,IfcMaterialLayerSetUsage,1.02,1.02,2400.0,2448.0,2.448,79.089,23.433,-5.4
11Je14my97hBHYwYXU$Rko,IfcWallStandardCase,3072435,Basiswand:RB_W_OB_250:3072435,IfcMaterialLayerSetUsage,0.6,0.6,2400.0,1440.0,1.44,70.862,23.433,-5.4
11Je14my97hBHYwYXU$Rko,IfcWallStandardCase,3072435,Basiswand:RB_W_OB_250:3072435,IfcMaterialLayerSetUsage,0.6,0.6,2400.0,1440.0,1.44,70.862,23.433,-5.4
11Je14my97hBHYwYXU$Rkq,IfcWallStandardCase,3072437,Basiswand:RB_W_OB_250:3072437,IfcMaterialLayerSetUsage,0.6,0.6,2400.0,1440.0,1.44,55.558,23.433,-5.4
11Je14my97hBHYwYXU$Rkq,IfcWallStandardCase,3072437,Basiswand:RB_W_OB_250:3072437,IfcMaterialLayerSetUsage,0.6,0.6,2400.0,1440.0,1.44,55.558,23.433,-5.4
11Je14my97hBHYwYXU$Rks,IfcWallStandardCase,3072439,Basiswand:RB_W_OB_250:3072439,IfcMaterialLayerSetUsage,0.6,0.6,2400.0,1440.0,1.44,49.208,23.433,-5.4
11Je14my97hBHYwYXU$Rks,IfcWallStandardCase,3072439,Basiswand:RB_W_OB_250:3072439,IfcMaterialLayerSetUsage,0.6,0.6,2400.0,1440.0,1.44,49.208,23.433,-5.4
11Je14my97hBHYwYXU$RZX,IfcWallStandardCase,3072736,Basiswand:RB_W_OB_250:3072736,IfcMaterialLayerSetUsage,7.2396,7.2396,2400.0,17375.1,17.375,83.215,5.528,-1.45
11Je14my97hBHYwYXU$RZX,IfcWallStandardCase,3072736,Basiswand:RB_W_OB_250:3072736,IfcMaterialLayerSetUsage,7.2396,7.2396,2400.0,17375.1,17.375,83.215,5.528,-1.45
11Je14my97hBHYwYXU$RZW,IfcWallStandardCase,3072737,Basiswand:RB_W_OB_250:3072737,IfcMaterialLayerSetUsage,10.8562,10.9041,2400.0,26054.9,26.055,83.215,5.303,2.2
11Je14my97hBHYwYXU$RZW,IfcWallStandardCase,3072737,Basiswand:RB_W_OB_250:3072737,IfcMaterialLayerSetUsage,10.8562,10.9041,2400.0,26054.9,26.055,83.215,5.303,2.2
11Je14my97hBHYwYXU$RuI,IfcWallStandardCase,3073043,Basiswand:RB_W_OB_250:3073043,IfcMaterialLayerSetUsage,1.0503,1.0509,2400.0,2520.7,2.521,83.215,-3.499,-1.45
11Je14my97hBHYwYXU$RuI,IfcWallStandardCase,3073043,Basiswand:RB_W_OB_250:3073043,IfcMaterialLayerSetUsage,1.0503,1.0509,2400.0,2520.7,2.521,83.215,-3.499,-1.45
11Je14my97hBHYwYXU$RuL,IfcWallStandardCase,3073044,Basiswand:RB_W_OB_250:3073044,IfcMaterialLayerSetUsage,1.5054,1.5063,2400.0,3613.0,3.613,83.215,-3.499,2.2
11Je14my97hBHYwYXU$RuL,IfcWallStandardCase,3073044,Basiswand:RB_W_OB_250:3073044,IfcMaterialLayerSetUsage,1.5054,1.5063,2400.0,3613.0,3.613,83.215,-3.499,2.2
11Je14my97hBHYwYXU$RuK,IfcWallStandardCase,3073045,Basiswand:RB_W_OB_250:3073045,IfcMaterialLayerSetUsage,15.6168,15.6168,2400.0,37480.3,37.48,83.205,16.953,10.42
11Je14my97hBHYwYXU$RuK,IfcWallStandardCase,3073045,Basiswand:RB_W_OB_250:3073045,IfcMaterialLayerSetUsage,15.6168,15.6168,2400.0,37480.3,37.48,83.205,16.953,10.42
11Je14my97hBHYwYXU$RuN,IfcWallStandardCase,3073046,Basiswand:RB_W_OB_250:3073046,IfcMaterialLayerSetUsage,22.671,22.671,2400.0,54410.4,54.41,36.855,9.551,2.701
11Je14my97hBHYwYXU$RuN,IfcWallStandardCase,3073046,Basiswand:RB_W_OB_250:3073046,IfcMaterialLayerSetUsage,22.671,22.671,2400.0,54410.4,54.41,36.855,9.551,2.701
11Je14my97hBHYwYXU$RuP,IfcWallStandardCase,3073048,Basiswand:RB_W_OB_250:3073048,IfcMaterialLayerSetUsage,0.6299,0.6299,2400.0,1511.8,1.512,83.81,0.076,-1.45
11Je14my97hBHYwYXU$RuP,IfcWallStandardCase,3073048,Basiswand:RB_W_OB_250:3073048,IfcMaterialLayerSetUsage,0.6299,0.6299,2400.0,1511.8,1.512,83.81,0.076,-1.45
11Je14my97hBHYwYXU$RgL,IfcWallStandardCase,3072148,Basiswand:RB_W_OB_250_WU:3072148,IfcMaterialLayerSetUsage,11.9167,11.9167,2400.0,28600.1,28.6,93.688,1.828,-6.1
11Je14my97hBHYwYXU$RgL,IfcWallStandardCase,3072148,Basiswand:RB_W_OB_250_WU:3072148,IfcMaterialLayerSetUsage,11.9167,11.9167,2400.0,28600.1,28.6,93.688,1.828,-6.1
11Je14my97hBHYwYXU$RgK,IfcWallStandardCase,3072149,Basiswand:RB_W_OB_250_WU:3072149,IfcMaterialLayerSetUsage,6.3588,6.3592,2400.0,15261.0,15.261,100.039,-1.753,-6.1
11Je14my97hBHYwYXU$RgK,IfcWallStandardCase,3072149,Basiswand:RB_W_OB_250_WU:3072149,IfcMaterialLayerSetUsage,6.3588,6.3592,2400.0,15261.0,15.261,100.039,-1.753,-6.1
11Je14my97hBHYwYXU$RgN,IfcWallStandardCase,3072150,Basiswand:RB_W_OB_250_WU:3072150,IfcMaterialLayerSetUsage,9.8462,9.848,2400.0,23631.0,23.631,94.563,-5.084,-6.1
11Je14my97hBHYwYXU$RgN,IfcWallStandardCase,3072150,Basiswand:RB_W_OB_250_WU:3072150,IfcMaterialLayerSetUsage,9.8462,9.848,2400.0,23631.0,23.631,94.563,-5.084,-6.1
11Je14my97hBHYwYXU$RgM,IfcWallStandardCase,3072151,Basiswand:RB_W_OB_250_WU:3072151,IfcMaterialLayerSetUsage,2.2177,2.2177,2400.0,5322.5,5.323,89.337,-3.754,-6.1
11Je14my97hBHYwYXU$RgM,IfcWallStandardCase,3072151,Basiswand:RB_W_OB_250_WU:3072151,IfcMaterialLayerSetUsage,2.2177,2.2177,2400.0,5322.5,5.323,89.337,-3.754,-6.1
11Je14my97hBHYwYXU$RgP,IfcWallStandardCase,3072152,Basiswand:RB_W_OB_250_WU:3072152,IfcMaterialLayerSetUsage,1.8404,1.8404,2400.0,4417.1,4.417,88.211,-2.673,-6.1
11Je14my97hBHYwYXU$RgP,IfcWallStandardCase,3072152,Basiswand:RB_W_OB_250_WU:3072152,IfcMaterialLayerSetUsage,1.8404,1.8404,2400.0,4417.1,4.417,88.211,-2.673,-6.1
11Je14my97hBHYwYXU$RgO,IfcWallStandardCase,3072153,Basiswand:RB_W_OB_250_WU:3072153,IfcMaterialLayerSetUsage,3.2671,3.911,2400.0,7841.1,7.841,87.336,-0.423,-6.1
11Je14my97hBHYwYXU$RgO,IfcWallStandardCase,3072153,Basiswand:RB_W_OB_250_WU:3072153,IfcMaterialLayerSetUsage,3.2671,3.911,2400.0,7841.1,7.841,87.336,-0.423,-6.1
11Je14my97hBHYwYXU$Rgm,IfcWallStandardCase,3072177,Basiswand:RB_W_OB_250_WU:3072177,IfcMaterialLayerSetUsage,0.2807,0.2807,2400.0,673.7,0.674,85.519,10.48,-4.52
11Je14my97hBHYwYXU$Rgm,IfcWallStandardCase,3072177,Basiswand:RB_W_OB_250_WU:3072177,IfcMaterialLayerSetUsage,0.2807,0.2807,2400.0,673.7,0.674,85.519,10.48,-4.52
11Je14my97hBHYwYXU$Rgq,IfcWallStandardCase,3072181,Basiswand:RB_W_OB_250_WU:3072181,IfcMaterialLayerSetUsage,2.7103,3.3264,2400.0,6504.7,6.505,87.066,-0.423,-5.825
11Je14my97hBHYwYXU$Rgq,IfcWallStandardCase,3072181,Basiswand:RB_W_OB_250_WU:3072181,IfcMaterialLayerSetUsage,2.7103,3.3264,2400.0,6504.7,6.505,87.066,-0.423,-5.825
11Je14my97hBHYwYXU$Rgt,IfcWallStandardCase,3072182,Basiswand:RB_W_OB_250_WU:3072182,IfcMaterialLayerSetUsage,2.9747,2.9747,2400.0,7139.2,7.139,85.29,-2.673,-5.825
11Je14my97hBHYwYXU$Rgt,IfcWallStandardCase,3072182,Basiswand:RB_W_OB_250_WU:3072182,IfcMaterialLayerSetUsage,2.9747,2.9747,2400.0,7139.2,7.139,85.29,-2.673,-5.825
11Je14my97hBHYwYXU$Rg$,IfcWallStandardCase,3072190,Basiswand:RB_W_OB_250_WU:3072190,IfcMaterialLayerSetUsage,33.3524,33.3524,2400.0,80045.7,80.046,83.205,16.831,-0.85
11Je14my97hBHYwYXU$Rg$,IfcWallStandardCase,3072190,Basiswand:RB_W_OB_250_WU:3072190,IfcMaterialLayerSetUsage,33.3524,33.3524,2400.0,80045.7,80.046,83.205,16.831,-0.85
11Je14my97hBHYwYXU$Rg_,IfcWallStandardCase,3072191,Basiswand:RB_W_OB_250_WU:3072191,IfcMaterialLayerSetUsage,7.5005,13.4765,2400.0,18001.2,18.001,75.085,23.433,-3.975
11Je14my97hBHYwYXU$Rg_,IfcWallStandardCase,3072191,Basiswand:RB_W_OB_250_WU:3072191,IfcMaterialLayerSetUsage,7.5005,13.4765,2400.0,18001.2,18.001,75.085,23.433,-3.975
11Je14my97hBHYwYXU$Rh1,IfcWallStandardCase,3072192,Basiswand:RB_W_OB_250_WU:3072192,IfcMaterialLayerSetUsage,7.8963,13.8713,2400.0,18951.1,18.951,60.03,23.433,-3.975
11Je14my97hBHYwYXU$Rh1,IfcWallStandardCase,3072192,Basiswand:RB_W_OB_250_WU:3072192,IfcMaterialLayerSetUsage,7.8963,13.8713,2400.0,18951.1,18.951,60.03,23.433,-3.975
11Je14my97hBHYwYXU$Rh0,IfcWallStandardCase,3072193,Basiswand:RB_W_OB_250_WU:3072193,IfcMaterialLayerSetUsage,7.4913,13.4663,2400.0,17979.0,17.979,44.98,23.433,-3.975
11Je14my97hBHYwYXU$Rh0,IfcWallStandardCase,3072193,Basiswand:RB_W_OB_250_WU:3072193,IfcMaterialLayerSetUsage,7.4913,13.4663,2400.0,17979.0,17.979,44.98,23.433,-3.975
11Je14my97hBHYwYXU$Rh2,IfcWallStandardCase,3072195,Basiswand:RB_W_OB_250_WU:3072195,IfcMaterialLayerSetUsage,1.0678,1.0678,2400.0,2562.7,2.563,83.215,-3.499,-4.475
11Je14my97hBHYwYXU$Rh2,IfcWallStandardCase,3072195,Basiswand:RB_W_OB_250_WU:3072195,IfcMaterialLayerSetUsage,1.0678,1.0678,2400.0,2562.7,2.563,83.215,-3.499,-4.475
11Je14my97hBHYwYXU$RuM,IfcWallStandardCase,3073047,Basiswand:RB_W_OB_250_WU:3073047,IfcMaterialLayerSetUsage,0.9412,0.9412,2400.0,2258.8,2.259,85.165,0.076,-3.48
11Je14my97hBHYwYXU$RuM,IfcWallStandardCase,3073047,Basiswand:RB_W_OB_250_WU:3073047,IfcMaterialLayerSetUsage,0.9412,0.9412,2400.0,2258.8,2.259,85.165,0.076,-3.48
11Je14my97hBHYwYXU$Rgs,IfcWallStandardCase,3072183,Basiswand:RB_W_OB_300:3072183,IfcMaterialLayerSetUsage,3.15,3.15,2400.0,7560.0,7.56,83.24,-1.048,-1.45
11Je14my97hBHYwYXU$Rgs,IfcWallStandardCase,3072183,Basiswand:RB_W_OB_300:3072183,IfcMaterialLayerSetUsage,3.15,3.15,2400.0,7560.0,7.56,83.24,-1.048,-1.45
11Je14my97hBHYwYXU$Rhp,IfcWallStandardCase,3072242,Basiswand:RB_W_OB_300:3072242,IfcMaterialLayerSetUsage,6.8712,6.8776,2400.0,16490.9,16.491,83.24,-1.424,8.715
11Je14my97hBHYwYXU$Rhp,IfcWallStandardCase,3072242,Basiswand:RB_W_OB_300:3072242,IfcMaterialLayerSetUsage,6.8712,6.8776,2400.0,16490.9,16.491,83.24,-1.424,8.715
11Je14my97hBHYwYXU$Rie,IfcWallStandardCase,3072297,Basiswand:RB_W_OB_300:3072297,IfcMaterialLayerSetUsage,1.5665,1.5681,2400.0,3759.6,3.76,83.24,-1.298,-5.13
11Je14my97hBHYwYXU$Rie,IfcWallStandardCase,3072297,Basiswand:RB_W_OB_300:3072297,IfcMaterialLayerSetUsage,1.5665,1.5681,2400.0,3759.6,3.76,83.24,-1.298,-5.13
11Je14my97hBHYwYXU$RZZ,IfcWallStandardCase,3072738,Basiswand:RB_W_OB_300:3072738,IfcMaterialLayerSetUsage,3.9351,3.9392,2400.0,9444.3,9.444,83.24,-1.273,2.2
11Je14my97hBHYwYXU$RZZ,IfcWallStandardCase,3072738,Basiswand:RB_W_OB_300:3072738,IfcMaterialLayerSetUsage,3.9351,3.9392,2400.0,9444.3,9.444,83.24,-1.273,2.2
11Je14my97hBHYwYXU$RuO,IfcWallStandardCase,3073049,Basiswand:RB_W_OB_300_WU:3073049,IfcMaterialLayerSetUsage,0.9539,0.9539,2400.0,2289.3,2.289,83.239,-1.299,-3.48
11Je14my97hBHYwYXU$RuO,IfcWallStandardCase,3073049,Basiswand:RB_W_OB_300_WU:3073049,IfcMaterialLayerSetUsage,0.9539,0.9539,2400.0,2289.3,2.289,83.239,-1.299,-3.48
11Je14my97hBHYwYXU$Rh3,IfcWallStandardCase,3072194,Basiswand:RB_W_OB_400_WU:3072194,IfcMaterialLayerSetUsage,49.6706,50.1196,2400.0,119209.5,119.21,36.78,9.754,-3.755
